city,country,continent,lon,lat,Change_in_HW_Days,Change_in_Tmax,koppen_geiger_class,climate_class_label,climate_class_description,nearest_city_pop_max,pop_group
Flensburg,Germany,Europe,9.375,55,90.8496732,0,15,Cfb,"Temperate, no dry season, warm summer",97930,Medium (50k-500k)
Flensburg,Germany,Europe,9.375,55.02480754,72.54901961,0,15,Cfb,"Temperate, no dry season, warm summer",97930,Medium (50k-500k)
Flensburg,Germany,Europe,9.375,55.02481079,70.58823529,0,15,Cfb,"Temperate, no dry season, warm summer",97930,Medium (50k-500k)
Vejle,Denmark,Europe,9.375,55.636081,72.54901961,0,15,Cfb,"Temperate, no dry season, warm summer",51177,Medium (50k-500k)
Viborg,Denmark,Europe,9.375,56.25,90.19607843,0,15,Cfb,"Temperate, no dry season, warm summer",34831,Small (<50k)
Viborg,Denmark,Europe,9.375,56.57113579,75.16339869,0,15,Cfb,"Temperate, no dry season, warm summer",34831,Small (<50k)
Skien,Norway,Europe,9.375,59.3762969,69.28104575,0,26,Dfb,"Cold, no dry season, warm summer",73330,Medium (50k-500k)
Lambaréné,Gabon,Africa,9.84375,-0.700383803,99.45355191,0,2,Am,"Tropical, monsoon",25310,Small (<50k)
Bata,Equatorial Guinea,Africa,9.84375,2.101151403,99.45355191,0,1,Af,"Tropical, rainforest",173046,Medium (50k-500k)
Edéa,Cameroon,Africa,9.84375,3.501918983,99.45355191,0,2,Am,"Tropical, monsoon",203149,Medium (50k-500k)
Nkongsamba,Cameroon,Africa,9.84375,4.902686532,99.45355191,0,2,Am,"Tropical, monsoon",117063,Medium (50k-500k)
Wum,Cameroon,Africa,9.84375,6.303454036,99.45355191,0,2,Am,"Tropical, monsoon",68836,Medium (50k-500k)
Wukari,Nigeria,Africa,9.84375,7.704221482,99.45355191,0,3,Aw,"Tropical, savannah",92933,Medium (50k-500k)
Bauchi,Nigeria,Africa,9.84375,10.50575615,98.63387978,0,3,Aw,"Tropical, savannah",316149,Medium (50k-500k)
Azare,Nigeria,Africa,9.84375,11.90652333,97.54098361,0,6,BSh,"Arid, steppe, hot",105687,Medium (50k-500k)
Djanet,Algeria,Africa,9.84375,24.5134209,98.69281046,0,4,BWh,"Arid, desert, hot",666,Small (<50k)
Ghadamis,Libya,Africa,9.84375,30.11647993,96.07843137,0,4,BWh,"Arid, desert, hot",6623,Small (<50k)
Qairouan,Tunisia,Africa,9.84375,35.71953248,92.15686275,0,4,BWh,"Arid, desert, hot",144522,Medium (50k-500k)
Bizerte,Tunisia,Africa,9.84375,37.12029431,85.62091503,0,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",139843,Medium (50k-500k)
Bergamo,Italy,Europe,9.84375,45.5248501,93.46405229,0,14,Cfa,"Temperate, no dry season, hot summer",200000,Medium (50k-500k)
Chur,Switzerland,Europe,9.84375,46.92560615,92.15686275,0,27,Dfc,"Cold, no dry season, cold summer",38293,Small (<50k)
Ulm,Germany,Europe,9.84375,48.32636102,88.23529412,0,14,Cfa,"Temperate, no dry season, hot summer",172955,Medium (50k-500k)
Würzburg,Germany,Europe,9.84375,49.72711456,79.73856209,0,14,Cfa,"Temperate, no dry season, hot summer",168561,Medium (50k-500k)
Kassel,Germany,Europe,9.84375,51.12786664,79.73856209,0,14,Cfa,"Temperate, no dry season, hot summer",289924,Medium (50k-500k)
Hanover,Germany,Europe,9.84375,52.52861709,79.73856209,0,14,Cfa,"Temperate, no dry season, hot summer",722490,Large (500k-1M)
Gamba,Gabon,Africa,10,-2.356020942,99.45355191,0,3,Aw,"Tropical, savannah",9928,Small (<50k)
Gamba,Gabon,Africa,10,-2.25,92.34972678,0,3,Aw,"Tropical, savannah",9928,Small (<50k)
Lambaréné,Gabon,Africa,10,-1.012658228,63.66120219,0,3,Aw,"Tropical, savannah",25310,Small (<50k)
Lambaréné,Gabon,Africa,10,-0.75,99.45355191,0,3,Aw,"Tropical, savannah",25310,Small (<50k)
Lambaréné,Gabon,Africa,10,-0.471204188,99.45355191,0,2,Am,"Tropical, monsoon",25310,Small (<50k)
Bata,Equatorial Guinea,Africa,10,2.25,99.45355191,0,1,Af,"Tropical, rainforest",173046,Medium (50k-500k)
Kribi,Cameroon,Africa,10,2.5352113,99.45355191,0,1,Af,"Tropical, rainforest",55224,Medium (50k-500k)
Kribi,Cameroon,Africa,10,3.037974684,73.7704918,0,1,Af,"Tropical, rainforest",55224,Medium (50k-500k)
Kribi,Cameroon,Africa,10,3.298429319,99.45355191,0,2,Am,"Tropical, monsoon",55224,Medium (50k-500k)
Edéa,Cameroon,Africa,10,3.75,87.97814208,0,2,Am,"Tropical, monsoon",203149,Medium (50k-500k)
Edéa,Cameroon,Africa,10,3.8028169,99.45355191,0,2,Am,"Tropical, monsoon",203149,Medium (50k-500k)
Douala,Cameroon,Africa,10,4.240837696,99.45355191,0,2,Am,"Tropical, monsoon",1906000,Very Large (>1M)
Nkongsamba,Cameroon,Africa,10,5.063291139,34.9726776,0,2,Am,"Tropical, monsoon",117063,Medium (50k-500k)
Nkongsamba,Cameroon,Africa,10,5.0704226,99.45355191,0,2,Am,"Tropical, monsoon",117063,Medium (50k-500k)
Bafang,Cameroon,Africa,10,5.183246073,99.45355191,0,2,Am,"Tropical, monsoon",93145,Medium (50k-500k)
Bafang,Cameroon,Africa,10,5.25,87.15846995,0,2,Am,"Tropical, monsoon",93145,Medium (50k-500k)
Bamenda,Cameroon,Africa,10,6.12565445,98.63387978,0,2,Am,"Tropical, monsoon",445299,Medium (50k-500k)
Wum,Cameroon,Africa,10,6.338028,99.45355191,0,2,Am,"Tropical, monsoon",68836,Medium (50k-500k)
Wum,Cameroon,Africa,10,6.75,86.33879781,0,2,Am,"Tropical, monsoon",68836,Medium (50k-500k)
Wukari,Nigeria,Africa,10,7.6056337,99.45355191,0,3,Aw,"Tropical, savannah",92933,Medium (50k-500k)
Wukari,Nigeria,Africa,10,8.010471204,99.45355191,0,3,Aw,"Tropical, savannah",92933,Medium (50k-500k)
Wukari,Nigeria,Africa,10,8.25,75.68306011,0,3,Aw,"Tropical, savannah",92933,Medium (50k-500k)
Bauchi,Nigeria,Africa,10,10.140845,99.45355191,0,3,Aw,"Tropical, savannah",316149,Medium (50k-500k)
Azare,Nigeria,Africa,10,11.408451,97.54098361,0,3,Aw,"Tropical, savannah",105687,Medium (50k-500k)
Azare,Nigeria,Africa,10,11.78010471,96.99453552,0,3,Aw,"Tropical, savannah",105687,Medium (50k-500k)
Gouré,Niger,Africa,10,13.66492147,94.26229508,0,6,BSh,"Arid, steppe, hot",14639,Small (<50k)
Gouré,Niger,Africa,10,13.943662,95.90163934,0,4,BWh,"Arid, desert, hot",14639,Small (<50k)
Gouré,Niger,Africa,10,14.25,61.47540984,0,4,BWh,"Arid, desert, hot",14639,Small (<50k)
Ghat,Libya,Africa,10,24.75,91.50326797,0,4,BWh,"Arid, desert, hot",24347,Small (<50k)
Ghat,Libya,Africa,10,24.97382199,96.73202614,0,4,BWh,"Arid, desert, hot",24347,Small (<50k)
Ghat,Libya,Africa,10,25.3164557,71.89542484,0,4,BWh,"Arid, desert, hot",24347,Small (<50k)
Medenine,Tunisia,Africa,10,33.41772152,53.59477124,0,4,BWh,"Arid, desert, hot",61705,Medium (50k-500k)
Medenine,Tunisia,Africa,10,33.45549738,93.46405229,0,4,BWh,"Arid, desert, hot",61705,Medium (50k-500k)
Gabès,Tunisia,Africa,10,33.75,77.12418301,0,4,BWh,"Arid, desert, hot",219517,Medium (50k-500k)
Gabès,Tunisia,Africa,10,34.225353,96.73202614,0,4,BWh,"Arid, desert, hot",219517,Medium (50k-500k)
Qairouan,Tunisia,Africa,10,35.34031414,90.8496732,0,4,BWh,"Arid, desert, hot",144522,Medium (50k-500k)
Qairouan,Tunisia,Africa,10,35.44303797,61.4379085,0,4,BWh,"Arid, desert, hot",144522,Medium (50k-500k)
Qairouan,Tunisia,Africa,10,35.492958,97.38562092,0,4,BWh,"Arid, desert, hot",144522,Medium (50k-500k)
Zaghouan,Tunisia,Africa,10,36.28272251,94.11764706,0,6,BSh,"Arid, steppe, hot",16911,Small (<50k)
Tunis,Tunisia,Africa,10,36.75,68.62745098,0,6,BSh,"Arid, steppe, hot",2412500,Very Large (>1M)
Tunis,Tunisia,Africa,10,36.760563,94.77124183,0,6,BSh,"Arid, steppe, hot",2412500,Very Large (>1M)
Bizerte,Tunisia,Africa,10,37.22513089,98.69281046,0,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",139843,Medium (50k-500k)
Parma,Italy,Europe,10,44.76439791,88.88888889,0,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",166011,Medium (50k-500k)
Bergamo,Italy,Europe,10,45.56962025,58.82352941,0,14,Cfa,"Temperate, no dry season, hot summer",200000,Medium (50k-500k)
Bergamo,Italy,Europe,10,45.633804,96.07843137,0,14,Cfa,"Temperate, no dry season, hot summer",200000,Medium (50k-500k)
Bergamo,Italy,Europe,10,45.70680628,90.8496732,0,14,Cfa,"Temperate, no dry season, hot summer",200000,Medium (50k-500k)
Bergamo,Italy,Europe,10,45.75,66.66666667,0,14,Cfa,"Temperate, no dry season, hot summer",200000,Medium (50k-500k)
Bregenz,Austria,Europe,10,47.59162304,83.00653595,0,14,Cfa,"Temperate, no dry season, hot summer",26928,Small (<50k)
Bregenz,Austria,Europe,10,47.59493671,39.86928105,0,14,Cfa,"Temperate, no dry season, hot summer",26928,Small (<50k)
Ulm,Germany,Europe,10,48.169014,92.81045752,0,14,Cfa,"Temperate, no dry season, hot summer",172955,Medium (50k-500k)
Ulm,Germany,Europe,10,48.53403141,83.00653595,0,14,Cfa,"Temperate, no dry season, hot summer",172955,Medium (50k-500k)
Würzburg,Germany,Europe,10,49.62025316,30.71895425,0,14,Cfa,"Temperate, no dry season, hot summer",168561,Medium (50k-500k)
Göttingen,Germany,Europe,10,51.36125654,79.08496732,0,14,Cfa,"Temperate, no dry season, hot summer",139419,Medium (50k-500k)
Göttingen,Germany,Europe,10,51.64556962,30.71895425,0,14,Cfa,"Temperate, no dry season, hot summer",139419,Medium (50k-500k)
Göttingen,Germany,Europe,10,51.75,60.13071895,0,14,Cfa,"Temperate, no dry season, hot summer",139419,Medium (50k-500k)
Hanover,Germany,Europe,10,52.30366492,79.08496732,0,14,Cfa,"Temperate, no dry season, hot summer",722490,Large (500k-1M)
Hamburg,Germany,Europe,10,53.67088608,29.41176471,0,14,Cfa,"Temperate, no dry season, hot summer",1757000,Very Large (>1M)
Kiel,Germany,Europe,10,54.18848168,75.81699346,0,15,Cfb,"Temperate, no dry season, warm summer",269427,Medium (50k-500k)
Århus,Denmark,Europe,10,56.07329843,75.81699346,0,15,Cfb,"Temperate, no dry season, warm summer",237551,Medium (50k-500k)
Århus,Denmark,Europe,10,56.25,60.78431373,0,15,Cfb,"Temperate, no dry season, warm summer",237551,Medium (50k-500k)
Aalborg,Denmark,Europe,10,57.01570681,83.66013072,0,15,Cfb,"Temperate, no dry season, warm summer",122219,Medium (50k-500k)
Aalborg,Denmark,Europe,10,57.042255,89.54248366,0,15,Cfb,"Temperate, no dry season, warm summer",122219,Medium (50k-500k)
Skien,Norway,Europe,10,59.25,66.66666667,0,15,Cfb,"Temperate, no dry season, warm summer",73330,Medium (50k-500k)
Drammen,Norway,Europe,10,59.577465,89.54248366,6.902115867,15,Cfb,"Temperate, no dry season, warm summer",90722,Medium (50k-500k)
Drammen,Norway,Europe,10,59.74683544,45.09803922,0,14,Cfa,"Temperate, no dry season, hot summer",90722,Medium (50k-500k)
Drammen,Norway,Europe,10,59.84293194,77.77777778,0,26,Dfb,"Cold, no dry season, warm summer",90722,Medium (50k-500k)
Gamba,Gabon,Africa,10.125,-2.803724702,99.45355191,0,3,Aw,"Tropical, savannah",9928,Small (<50k)
Gamba,Gabon,Africa,10.125,-2.803724702,99.45355191,0,3,Aw,"Tropical, savannah",9928,Small (<50k)
Lambaréné,Gabon,Africa,10.125,-0.560744943,98.63387978,0,2,Am,"Tropical, monsoon",25310,Small (<50k)
Lambaréné,Gabon,Africa,10.125,-0.560744943,99.45355191,0,2,Am,"Tropical, monsoon",25310,Small (<50k)
Bata,Equatorial Guinea,Africa,10.125,1.682234826,96.99453552,0,2,Am,"Tropical, monsoon",173046,Medium (50k-500k)
Bata,Equatorial Guinea,Africa,10.125,1.682234826,99.45355191,0,2,Am,"Tropical, monsoon",173046,Medium (50k-500k)
Kribi,Cameroon,Africa,10.125,2.803724702,94.53551913,0,1,Af,"Tropical, rainforest",55224,Medium (50k-500k)
Kribi,Cameroon,Africa,10.125,2.803724702,99.45355191,0,1,Af,"Tropical, rainforest",55224,Medium (50k-500k)
Edéa,Cameroon,Africa,10.125,3.925214569,94.80874317,0,2,Am,"Tropical, monsoon",203149,Medium (50k-500k)
Edéa,Cameroon,Africa,10.125,3.925214569,99.45355191,0,2,Am,"Tropical, monsoon",203149,Medium (50k-500k)
Bafang,Cameroon,Africa,10.125,5.04670442,91.53005464,0,2,Am,"Tropical, monsoon",93145,Medium (50k-500k)
Bafang,Cameroon,Africa,10.125,5.04670442,99.45355191,0,2,Am,"Tropical, monsoon",93145,Medium (50k-500k)
Bamenda,Cameroon,Africa,10.125,6.168194253,86.06557377,0,2,Am,"Tropical, monsoon",445299,Medium (50k-500k)
Bamenda,Cameroon,Africa,10.125,6.168194253,94.80874317,0,2,Am,"Tropical, monsoon",445299,Medium (50k-500k)
Azare,Nigeria,Africa,10.125,11.77564298,83.33333333,0,6,BSh,"Arid, steppe, hot",105687,Medium (50k-500k)
Azare,Nigeria,Africa,10.125,11.77564298,52.45901639,0,6,BSh,"Arid, steppe, hot",105687,Medium (50k-500k)
Nguru,Nigeria,Africa,10.125,12.8971326,78.41530055,0,6,BSh,"Arid, steppe, hot",111014,Medium (50k-500k)
Nguru,Nigeria,Africa,10.125,12.8971326,68.85245902,0,6,BSh,"Arid, steppe, hot",111014,Medium (50k-500k)
Gouré,Niger,Africa,10.125,14.01862218,77.32240437,0,4,BWh,"Arid, desert, hot",14639,Small (<50k)
Gouré,Niger,Africa,10.125,14.01862218,71.03825137,0,4,BWh,"Arid, desert, hot",14639,Small (<50k)
Ghat,Libya,Africa,10.125,25.23351384,98.69281046,0,4,BWh,"Arid, desert, hot",24347,Small (<50k)
Ghat,Libya,Africa,10.125,25.23351384,82.35294118,0,4,BWh,"Arid, desert, hot",24347,Small (<50k)
Tataouine,Tunisia,Africa,10.125,33.08393102,89.54248366,0,4,BWh,"Arid, desert, hot",62577,Medium (50k-500k)
Tataouine,Tunisia,Africa,10.125,33.08393102,75.16339869,0,4,BWh,"Arid, desert, hot",62577,Medium (50k-500k)
Qairouan,Tunisia,Africa,10.125,35.32690576,75.81699346,0,4,BWh,"Arid, desert, hot",144522,Medium (50k-500k)
Qairouan,Tunisia,Africa,10.125,35.32690576,88.23529412,0,4,BWh,"Arid, desert, hot",144522,Medium (50k-500k)
Zaghouan,Tunisia,Africa,10.125,36.4483928,88.23529412,0,6,BSh,"Arid, steppe, hot",16911,Small (<50k)
Bregenz,Austria,Europe,10.125,47.66324626,84.96732026,0,14,Cfa,"Temperate, no dry season, hot summer",26928,Small (<50k)
Würzburg,Germany,Europe,10.125,49.90621184,87.58169935,0,14,Cfa,"Temperate, no dry season, hot summer",168561,Medium (50k-500k)
Würzburg,Germany,Europe,10.125,49.90621184,69.28104575,0,14,Cfa,"Temperate, no dry season, hot summer",168561,Medium (50k-500k)
Braunschweig,Germany,Europe,10.125,52.14917496,77.77777778,0,14,Cfa,"Temperate, no dry season, hot summer",244715,Medium (50k-500k)
Kiel,Germany,Europe,10.125,54.39213516,62.74509804,0,15,Cfb,"Temperate, no dry season, warm summer",269427,Medium (50k-500k)
Kiel,Germany,Europe,10.125,54.39213516,83.66013072,0,15,Cfb,"Temperate, no dry season, warm summer",269427,Medium (50k-500k)
Odense,Denmark,Europe,10.125,55.51361398,84.96732026,0,15,Cfb,"Temperate, no dry season, warm summer",158222,Medium (50k-500k)
Lillehammer,Norway,Europe,10.125,61.1209913,80.39215686,0,26,Dfb,"Cold, no dry season, warm summer",19542,Small (<50k)
Trondheim,Norway,Europe,10.125,63.36393171,96.73202614,0,15,Cfb,"Temperate, no dry season, warm summer",147139,Medium (50k-500k)
Trondheim,Norway,Europe,10.125,63.36393171,37.90849673,0,15,Cfb,"Temperate, no dry season, warm summer",147139,Medium (50k-500k)
Gamba,Gabon,Africa,10.3125,-2.337654448,99.45355191,0,3,Aw,"Tropical, savannah",9928,Small (<50k)
Lambaréné,Gabon,Africa,10.3125,-0.625,99.45355191,0,3,Aw,"Tropical, savannah",25310,Small (<50k)
Bifoum,Gabon,Africa,10.3125,-0.46753089,99.45355191,0,3,Aw,"Tropical, savannah",134,Small (<50k)
Evinayong,Equatorial Guinea,Africa,10.3125,1.40259267,99.45355191,0,2,Am,"Tropical, monsoon",8462,Small (<50k)
Kribi,Cameroon,Africa,10.3125,3.125,99.45355191,0,2,Am,"Tropical, monsoon",55224,Medium (50k-500k)
Bafang,Cameroon,Africa,10.3125,5.142839748,66.66666667,0,2,Am,"Tropical, monsoon",93145,Medium (50k-500k)
Bafoussam,Cameroon,Africa,10.3125,5.625,96.17486339,0,3,Aw,"Tropical, savannah",290768,Medium (50k-500k)
Bamenda,Cameroon,Africa,10.3125,6.077901499,74.31693989,0,9,Csb,"Temperate, dry summer, warm summer",445299,Medium (50k-500k)
Azare,Nigeria,Africa,10.3125,11.68827171,52.45901639,0,6,BSh,"Arid, steppe, hot",105687,Medium (50k-500k)
Azare,Nigeria,Africa,10.3125,11.875,79.50819672,0,6,BSh,"Arid, steppe, hot",105687,Medium (50k-500k)
Nguru,Nigeria,Africa,10.3125,12.62333334,48.08743169,0,6,BSh,"Arid, steppe, hot",111014,Medium (50k-500k)
Nguru,Nigeria,Africa,10.3125,13.125,71.31147541,0,6,BSh,"Arid, steppe, hot",111014,Medium (50k-500k)
Gouré,Niger,Africa,10.3125,13.55839495,40.71038251,0,6,BSh,"Arid, steppe, hot",14639,Small (<50k)
Gouré,Niger,Africa,10.3125,14.375,64.75409836,0,4,BWh,"Arid, desert, hot",14639,Small (<50k)
Ghat,Libya,Africa,10.3125,24.77913156,92.15686275,0,4,BWh,"Arid, desert, hot",24347,Small (<50k)
Dirj,Libya,Africa,10.3125,30.38949705,79.73856209,0,4,BWh,"Arid, desert, hot",931,Small (<50k)
Dehibat,Tunisia,Africa,10.3125,31.875,50.98039216,0,4,BWh,"Arid, desert, hot",3525,Small (<50k)
Tataouine,Tunisia,Africa,10.3125,33.125,50.98039216,0,4,BWh,"Arid, desert, hot",62577,Medium (50k-500k)
Medenine,Tunisia,Africa,10.3125,33.19467875,70.58823529,5.615540368,4,BWh,"Arid, desert, hot",61705,Medium (50k-500k)
Qairouan,Tunisia,Africa,10.3125,35.625,56.20915033,0,4,BWh,"Arid, desert, hot",144522,Medium (50k-500k)
Sousse,Tunisia,Africa,10.3125,35.99985958,74.50980392,0,4,BWh,"Arid, desert, hot",327004,Medium (50k-500k)
L'Ariana,Tunisia,Africa,10.3125,36.875,67.97385621,0,6,BSh,"Arid, steppe, hot",97687,Medium (50k-500k)
Lübeck,Germany,Europe,10.3125,53.76597003,71.24183007,0,15,Cfb,"Temperate, no dry season, warm summer",235390,Medium (50k-500k)
Kiel,Germany,Europe,10.3125,54.375,88.23529412,0,15,Cfb,"Temperate, no dry season, warm summer",269427,Medium (50k-500k)
Frederikshavn,Denmark,Europe,10.3125,57.50619007,81.04575163,0,15,Cfb,"Temperate, no dry season, warm summer",24103,Small (<50k)
Tønsberg,Norway,Europe,10.3125,59.375,77.12418301,0,15,Cfb,"Temperate, no dry season, warm summer",38914,Small (<50k)
Tønsberg,Norway,Europe,10.3125,59.3762969,70.58823529,0,15,Cfb,"Temperate, no dry season, warm summer",38914,Small (<50k)
Lillehammer,Norway,Europe,10.3125,61.24640103,47.05882353,0,26,Dfb,"Cold, no dry season, warm summer",19542,Small (<50k)
Mitzik,Gabon,Africa,11.25,0.932629883,99.18032787,3.514315015,3,Aw,"Tropical, savannah",4111,Small (<50k)
Ebebiyín,Gabon,Africa,11.25,2.101151403,99.45355191,0,2,Am,"Tropical, monsoon",24831,Small (<50k)
Yaoundé,Cameroon,Africa,11.25,3.75,99.45355191,0,3,Aw,"Tropical, savannah",1611000,Very Large (>1M)
Yaoundé,Cameroon,Africa,11.25,4.185920533,99.45355191,0,3,Aw,"Tropical, savannah",1611000,Very Large (>1M)
Jalingo,Nigeria,Africa,11.25,8.952879581,99.45355191,0,3,Aw,"Tropical, savannah",117757,Medium (50k-500k)
Gombe,Nigeria,Africa,11.25,10.25893021,70.49180328,0,6,BSh,"Arid, steppe, hot",270366,Medium (50k-500k)
Gashua,Nigeria,Africa,11.25,12.72251309,96.99453552,0,6,BSh,"Arid, steppe, hot",125817,Medium (50k-500k)
Nalut,Libya,Africa,11.25,31.96244335,92.81045752,0,4,BWh,"Arid, desert, hot",66609,Medium (50k-500k)
Ben Gardane,Tunisia,Africa,11.25,32.91800716,89.54248366,0,4,BWh,"Arid, desert, hot",19843,Small (<50k)
Siena,Italy,Europe,11.25,43,73.20261438,0,6,BSh,"Arid, steppe, hot",52625,Medium (50k-500k)
Munich,Germany,Europe,11.25,48.15562834,84.31372549,0,14,Cfa,"Temperate, no dry season, hot summer",1275000,Very Large (>1M)
Nürnberg,Germany,Europe,11.25,49.47643979,80.39215686,0,14,Cfa,"Temperate, no dry season, hot summer",737304,Large (500k-1M)
Erfurt,Germany,Europe,11.25,51.02769373,56.20915033,0,14,Cfa,"Temperate, no dry season, hot summer",203254,Medium (50k-500k)
Magdeburg,Germany,Europe,11.25,52.14917496,75.81699346,0,14,Cfa,"Temperate, no dry season, hot summer",229826,Medium (50k-500k)
Schwerin,Germany,Europe,11.25,53.75,81.69934641,0,14,Cfa,"Temperate, no dry season, hot summer",96641,Medium (50k-500k)
Sorø,Denmark,Europe,11.25,55.51361398,90.19607843,0,15,Cfb,"Temperate, no dry season, warm summer",7167,Small (<50k)
Bærum,Norway,Europe,11.25,59.84293194,75.81699346,0,15,Cfb,"Temperate, no dry season, warm summer",113659,Medium (50k-500k)
Hamar,Norway,Europe,11.25,60.62039593,70.58823529,0,26,Dfb,"Cold, no dry season, warm summer",29479,Small (<50k)
Hamar,Norway,Europe,11.25,61,28.75816993,0,26,Dfb,"Cold, no dry season, warm summer",29479,Small (<50k)
Namsos,Norway,Europe,11.25,64.55497382,84.96732026,0,15,Cfb,"Temperate, no dry season, warm summer",9035,Small (<50k)
Tômbua,Angola,Africa,12,-15.75,90.43715847,0,4,BWh,"Arid, desert, hot",40000,Small (<50k)
Mitzik,Gabon,Africa,12,0.75,90.71038251,0,3,Aw,"Tropical, savannah",4111,Small (<50k)
Kontcha,Cameroon,Africa,12,8.25,69.67213115,0,3,Aw,"Tropical, savannah",8018,Small (<50k)
Numan,Nigeria,Africa,12,9.113924051,86.06557377,0,3,Aw,"Tropical, savannah",77617,Medium (50k-500k)
Numan,Nigeria,Africa,12,9.75,65.57377049,0,3,Aw,"Tropical, savannah",77617,Medium (50k-500k)
Djado,Niger,Africa,12,21.26582278,63.38797814,0,4,BWh,"Arid, desert, hot",10,Small (<50k)
Arezzo,Italy,Europe,12,43.5443038,60.13071895,0,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",91589,Medium (50k-500k)
Ravenna,Italy,Europe,12,44.25,66.0130719,0,6,BSh,"Arid, steppe, hot",134631,Medium (50k-500k)
Treviso,Italy,Europe,12,45.56962025,49.67320261,0,14,Cfa,"Temperate, no dry season, hot summer",177309,Medium (50k-500k)
Treviso,Italy,Europe,12,45.75,67.32026144,0,14,Cfa,"Temperate, no dry season, hot summer",177309,Medium (50k-500k)
Rosenheim,Germany,Europe,12,47.59493671,43.79084967,0,15,Cfb,"Temperate, no dry season, warm summer",92809,Medium (50k-500k)
Regensburg,Germany,Europe,12,48.75,58.16993464,0,14,Cfa,"Temperate, no dry season, hot summer",164359,Medium (50k-500k)
Hof,Germany,Europe,12,50.25,61.4379085,0,14,Cfa,"Temperate, no dry season, hot summer",56153,Medium (50k-500k)
Göteborg,Sweden,Europe,12,57.72151899,39.86928105,0,15,Cfb,"Temperate, no dry season, warm summer",537797,Large (500k-1M)
Göteborg,Sweden,Europe,12,57.75,64.05228758,0,15,Cfb,"Temperate, no dry season, warm summer",537797,Large (500k-1M)
Tômbua,Angola,Africa,12.1875,-15.625,98.36065574,0,4,BWh,"Arid, desert, hot",40000,Small (<50k)
Moçâmedes,Angola,Africa,12.1875,-15.42851809,96.72131148,0,4,BWh,"Arid, desert, hot",132900,Medium (50k-500k)
Cabinda,Angola,Africa,12.1875,-5.625,99.45355191,0,3,Aw,"Tropical, savannah",91791,Medium (50k-500k)
Cabinda,Angola,Africa,12.1875,-5.142839748,99.45355191,0,3,Aw,"Tropical, savannah",91791,Medium (50k-500k)
Koulamoutou,Gabon,Africa,12.1875,-1.40259267,99.45355191,0,3,Aw,"Tropical, savannah",16222,Small (<50k)
Kontcha,Cameroon,Africa,12.1875,7.948024964,59.56284153,0,3,Aw,"Tropical, savannah",8018,Small (<50k)
Kontcha,Cameroon,Africa,12.1875,8.125,99.45355191,0,3,Aw,"Tropical, savannah",8018,Small (<50k)
Yola,Nigeria,Africa,12.1875,8.883086676,53.82513661,0,3,Aw,"Tropical, savannah",96006,Medium (50k-500k)
Numan,Nigeria,Africa,12.1875,9.375,96.99453552,0,3,Aw,"Tropical, savannah",77617,Medium (50k-500k)
Numan,Nigeria,Africa,12.1875,9.818148372,57.10382514,0,3,Aw,"Tropical, savannah",77617,Medium (50k-500k)
Biu,Nigeria,Africa,12.1875,10.625,89.89071038,0,3,Aw,"Tropical, savannah",95005,Medium (50k-500k)
Biu,Nigeria,Africa,12.1875,10.75321005,50.54644809,0,3,Aw,"Tropical, savannah",95005,Medium (50k-500k)
Damaturu,Nigeria,Africa,12.1875,11.68827171,54.09836066,0,6,BSh,"Arid, steppe, hot",255895,Medium (50k-500k)
Damaturu,Nigeria,Africa,12.1875,11.875,84.9726776,0,6,BSh,"Arid, steppe, hot",255895,Medium (50k-500k)
Djado,Niger,Africa,12.1875,20.625,63.38797814,0,4,BWh,"Arid, desert, hot",10,Small (<50k)
Djado,Niger,Africa,12.1875,21.0388867,72.67759563,0,4,BWh,"Arid, desert, hot",10,Small (<50k)
Vatican City,Vatican,Europe,12.1875,41.875,36.60130719,0,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",832,Small (<50k)
Perugia,Italy,Europe,12.1875,43.125,30.71895425,0,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",149125,Medium (50k-500k)
Arezzo,Italy,Europe,12.1875,43.4803362,90.19607843,0,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",91589,Medium (50k-500k)
Ravenna,Italy,Europe,12.1875,44.375,24.18300654,0,6,BSh,"Arid, steppe, hot",134631,Medium (50k-500k)
Ravenna,Italy,Europe,12.1875,44.41539505,88.23529412,0,6,BSh,"Arid, steppe, hot",134631,Medium (50k-500k)
Treviso,Italy,Europe,12.1875,45.625,28.10457516,0,14,Cfa,"Temperate, no dry season, hot summer",177309,Medium (50k-500k)
Rosenheim,Germany,Europe,12.1875,48.125,31.37254902,0,14,Cfa,"Temperate, no dry season, hot summer",92809,Medium (50k-500k)
Regensburg,Germany,Europe,12.1875,49.09068605,82.35294118,0,14,Cfa,"Temperate, no dry season, hot summer",164359,Medium (50k-500k)
Gera,Germany,Europe,12.1875,50.625,35.29411765,0,14,Cfa,"Temperate, no dry season, hot summer",104659,Medium (50k-500k)
Gera,Germany,Europe,12.1875,50.96080063,83.00653595,0,14,Cfa,"Temperate, no dry season, hot summer",104659,Medium (50k-500k)
