city,country,q10,lon,lat,koppen_geiger_class,climate_class_label,climate_class_description,nearest_city_pop_max,pop_group
Szeged,Hungary,0.560417139,20.4519,46.2035,7,BSk,"Arid, steppe, cold",187765,Medium (50k-500k)
Debrecen,Hungary,3.418006943,21.7946,47.2787,7,BSk,"Arid, steppe, cold",213830,Medium (50k-500k)
Szolnok,Hungary,2.897853544,19.9996,47.4809,7,BSk,"Arid, steppe, cold",109261,Medium (50k-500k)
Tukuyu,United Republic of Tanzania,2.23879007,33.88333,-9.55,3,Aw,"Tropical, savannah",127570,Medium (50k-500k)
Iringa,United Republic of Tanzania,3.415768121,35.8,-7.883333,3,Aw,"Tropical, savannah",111820,Medium (50k-500k)
Masasi,United Republic of Tanzania,0.000248589,38.7389,-11.058333,3,Aw,"Tropical, savannah",36032,Small (<50k)
Korogwe,United Republic of Tanzania,2.980994234,38.47,-5.17,3,Aw,"Tropical, savannah",50000,Medium (50k-500k)
Basel,Switzerland,0.543546062,7.8306,47.2666,14,Cfa,"Temperate, no dry season, hot summer",15501,Small (<50k)
Trollhättan,Sweden,0.504231298,12.3749,58.3551,15,Cfb,"Temperate, no dry season, warm summer",21835,Small (<50k)
Kristianstad,Sweden,1.230541743,14.129361,56.103035,15,Cfb,"Temperate, no dry season, warm summer",32188,Small (<50k)
Helsingborg,Sweden,1.629130518,13.0767,55.7796,15,Cfb,"Temperate, no dry season, warm summer",269349,Medium (50k-500k)
Craiova,Romania,0.390993473,23.789444,44.255554,7,BSk,"Arid, steppe, cold",304142,Medium (50k-500k)
Timișoara,Romania,0.658833967,21.176945,45.645832,7,BSk,"Arid, steppe, cold",315053,Medium (50k-500k)
Ventspils,Latvia,1.444718164,21.862888,57.548195,15,Cfb,"Temperate, no dry season, warm summer",42884,Small (<50k)
Zvolen,Slovakia,0.987293539,19.13,48.73,14,Cfa,"Temperate, no dry season, hot summer",82336,Medium (50k-500k)
Žilina,Slovakia,1.897473957,18.91268,49.0704,14,Cfa,"Temperate, no dry season, hot summer",87625,Medium (50k-500k)
Košice,Slovakia,1.224750602,21.33654,48.7326,14,Cfa,"Temperate, no dry season, hot summer",236563,Medium (50k-500k)
Prešov,Slovakia,0.596539421,21.5,49.033333,14,Cfa,"Temperate, no dry season, hot summer",94718,Medium (50k-500k)
Kaunas,Lithuania,0.540062603,23.85,55.1667,14,Cfa,"Temperate, no dry season, hot summer",374643,Medium (50k-500k)
Jelgava,Latvia,0.959650572,23.50328,56.684464,14,Cfa,"Temperate, no dry season, hot summer",67207,Medium (50k-500k)
Tash Komur,Kyrgyzstan,0.175619016,72.1,41.17,4,BWh,"Arid, desert, hot",23594,Small (<50k)
Talas,Kyrgyzstan,5.740348381,72.5,42.5,7,BSk,"Arid, steppe, cold",35172,Small (<50k)
Teluk Intan,Malaysia,24.15022147,101.08958,4.31875,1,Af,"Tropical, rainforest",673318,Large (500k-1M)
Keluang,Malaysia,0.006809636,103.59,2.25,1,Af,"Tropical, rainforest",169828,Medium (50k-500k)
Colesberg,South Africa,10.5669626,24.9625,-30.534721,4,BWh,"Arid, desert, hot",12423,Small (<50k)
Swellendam,South Africa,0.029032906,20.405556,-34.0675,6,BSh,"Arid, steppe, hot",13674,Small (<50k)
Hermanus,South Africa,10.71494825,19.596111,-34.405277,6,BSh,"Arid, steppe, hot",25153,Small (<50k)
Paarl,South Africa,0.048536109,18.991112,-33.70778,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",187865,Medium (50k-500k)
Moatize,Mozambique,0.000781495,33.591667,-16.15,6,BSh,"Arid, steppe, hot",129316,Medium (50k-500k)
Karonga,Malawi,0.007724595,33.80208,-9.94792,3,Aw,"Tropical, savannah",34207,Small (<50k)
Brits,South Africa,7.01811175,27.76117,-25.77703,6,BSh,"Arid, steppe, hot",122497,Medium (50k-500k)
Potchefstroom,South Africa,1.165885485,27.20967,-26.97056,6,BSh,"Arid, steppe, hot",123669,Medium (50k-500k)
Brandfort,South Africa,0.00017618,26.321112,-28.94861,6,BSh,"Arid, steppe, hot",463064,Medium (50k-500k)
Volksrust,South Africa,1.548811419,29.975834,-27.435833,11,Cwa,"Temperate, dry winter, hot summer",43378,Small (<50k)
Mbombela,South Africa,8.509768147,30.965805,-25.4325,6,BSh,"Arid, steppe, hot",348138,Medium (50k-500k)
Komatipoort,South Africa,0.014761533,31.99361,-25.434723,6,BSh,"Arid, steppe, hot",20508,Small (<50k)
Middelburg,South Africa,0.487025892,29.254028,-26.006556,6,BSh,"Arid, steppe, hot",154706,Medium (50k-500k)
Standerton,South Africa,0.79023775,28.88461,-26.86133,6,BSh,"Arid, steppe, hot",74021,Medium (50k-500k)
Lebowakgomo,South Africa,0.204699128,29.801111,-24.268057,6,BSh,"Arid, steppe, hot",33308,Small (<50k)
Ladysmith,South Africa,1.095143398,30.012804,-28.404858,11,Cwa,"Temperate, dry winter, hot summer",47375,Small (<50k)
Ubomba,South Africa,0.165912125,31.782612,-27.36325,6,BSh,"Arid, steppe, hot",3695,Small (<50k)
Bălți,Moldova,10.51592995,27.928888,47.761665,7,BSk,"Arid, steppe, cold",151355,Medium (50k-500k)
Cradock,South Africa,1.641986255,25.575834,-32.085835,4,BWh,"Arid, desert, hot",32898,Small (<50k)
Uitenhage,South Africa,0.263343624,25.386389,-33.771915,6,BSh,"Arid, steppe, hot",228912,Medium (50k-500k)
Grahamstown,South Africa,0.661329021,26.44475,-33.09825,6,BSh,"Arid, steppe, hot",91548,Medium (50k-500k)
Queenstown,South Africa,3.25214056,26.785694,-31.92289,6,BSh,"Arid, steppe, hot",105309,Medium (50k-500k)
Matola,Mozambique,0.956592513,32.11639,-26.196667,6,BSh,"Arid, steppe, hot",6152,Small (<50k)
Vyska,Russia,0.225367428,42.041668,55.565556,25,Dfa,"Cold, no dry season, hot summer",131287,Medium (50k-500k)
Lgov,Russia,53.64455352,35.2029,51.7753,25,Dfa,"Cold, no dry season, hot summer",23500,Small (<50k)
Shakhty,Russia,0.000455255,40.64722,47.540833,7,BSk,"Arid, steppe, cold",221312,Medium (50k-500k)
Volzhskiy,Russia,17.64683456,44.585835,48.80472,7,BSk,"Arid, steppe, cold",984000,Large (500k-1M)
Murom,Russia,0.225367428,42.041668,55.565556,25,Dfa,"Cold, no dry season, hot summer",131287,Medium (50k-500k)
Shumerlya,Russia,0.150957317,46.045555,55.53889,25,Dfa,"Cold, no dry season, hot summer",35230,Small (<50k)
Biysk,Russia,0.166540284,85.04794,52.18128,25,Dfa,"Cold, no dry season, hot summer",215430,Medium (50k-500k)
Kirensk,Russia,0.246033834,108.32,57.78,25,Dfa,"Cold, no dry season, hot summer",13308,Small (<50k)
Progress,Russia,0.029048498,129.92,49.78,21,Dwa,"Cold, dry winter, hot summer",146,Small (<50k)
Olyokminsk,Russia,0.00996108,120.7,60.48,25,Dfa,"Cold, no dry season, hot summer",10000,Small (<50k)
Dolinsk,Russia,0.003497221,142.59,47.33,26,Dfb,"Cold, no dry season, warm summer",11989,Small (<50k)
Nevelsk,Russia,54.40033085,142.22292,46.95625,25,Dfa,"Cold, no dry season, hot summer",32911,Small (<50k)
Papasquiaro,Mexico,0.058770105,-105.45,25.25,6,BSh,"Arid, steppe, hot",22750,Small (<50k)
Salina Cruz,Mexico,6.275254132,-95.3292,16.425,6,BSh,"Arid, steppe, hot",42776,Small (<50k)
Teziutlán,Mexico,3.733033464,-97.0283,20.0617,2,Am,"Tropical, monsoon",2890,Small (<50k)
Tenosique,Mexico,0.050510493,-91.4833,17.4333,2,Am,"Tropical, monsoon",32415,Small (<50k)
Ciudad Altamirano,Mexico,2.160968408,-100.8792,18.1606,3,Aw,"Tropical, savannah",24533,Small (<50k)
Szczecin,Poland,1.391557258,14.359167,53.156113,7,BSk,"Arid, steppe, cold",407811,Medium (50k-500k)
Zielona Góra,Poland,0.691014746,15.315833,51.618057,14,Cfa,"Temperate, no dry season, hot summer",118433,Medium (50k-500k)
Poznań,Poland,1.287198094,16.945278,52.40222,7,BSk,"Arid, steppe, cold",623997,Large (500k-1M)
Kielce,Poland,1.226644742,20.413889,50.741943,14,Cfa,"Temperate, no dry season, hot summer",215733,Medium (50k-500k)
Białystok,Poland,1.68108306,22.955,52.94889,14,Cfa,"Temperate, no dry season, hot summer",291855,Medium (50k-500k)
Lublin,Poland,3.092828567,22.643612,51.498055,14,Cfa,"Temperate, no dry season, hot summer",360044,Medium (50k-500k)
Pakxe,Laos,0.010106256,105.8,15.1167,3,Aw,"Tropical, savannah",102775,Medium (50k-500k)
Louangphrabang,Laos,1.598731415,102.1367,19.8917,3,Aw,"Tropical, savannah",107142,Medium (50k-500k)
Thakhek,Laos,2.027668375,104.8067,17.3933,3,Aw,"Tropical, savannah",76928,Medium (50k-500k)
Outjo,Namibia,12.73329604,16.133333,-20.2,4,BWh,"Arid, desert, hot",6557,Small (<50k)
Mucusso,Namibia,1.608904651,21.416666,-18.033333,6,BSh,"Arid, steppe, hot",100,Small (<50k)
Drogheda,Ireland,1.027112925,-6.562422,53.70721,15,Cfb,"Temperate, no dry season, warm summer",36533,Small (<50k)
Dundalk,Ireland,1.027112925,-6.562422,53.70721,15,Cfb,"Temperate, no dry season, warm summer",36533,Small (<50k)
Galway,Ireland,2.296349263,-8.974654,52.87004,15,Cfb,"Temperate, no dry season, warm summer",8781,Small (<50k)
Kilkenny,Ireland,1.680717199,-6.981458,52.7002,15,Cfb,"Temperate, no dry season, warm summer",21589,Small (<50k)
Sligo,Ireland,1.922938474,-8.351199,53.96563,15,Cfb,"Temperate, no dry season, warm summer",20228,Small (<50k)
Shaowu,China,1.645701759,117.5,27.3,14,Cfa,"Temperate, no dry season, hot summer",112585,Medium (50k-500k)
Cayambe,Ecuador,25.00396697,-78.21167,0.375833,3,Aw,"Tropical, savannah",146741,Medium (50k-500k)
Puerto Berrío,Colombia,0.188680898,-74.38,6.5,1,Af,"Tropical, rainforest",33983,Small (<50k)
Chiquinquirá,Colombia,2.588705378,-73.7,5.87,1,Af,"Tropical, rainforest",53975,Medium (50k-500k)
Duitama,Colombia,0.143097071,-73.17,6.2,1,Af,"Tropical, rainforest",24895,Small (<50k)
Socorro,Colombia,0.143097071,-73.17,6.2,1,Af,"Tropical, rainforest",24895,Small (<50k)
Armenia,Colombia,0.230090704,-75.88,4.88,1,Af,"Tropical, rainforest",134827,Medium (50k-500k)
Pereira,Colombia,0.230090704,-75.88,4.88,1,Af,"Tropical, rainforest",134827,Medium (50k-500k)
Florencia,Colombia,2.624399212,-75.77,2.03,1,Af,"Tropical, rainforest",56603,Medium (50k-500k)
Garzón,Colombia,2.624399212,-75.77,2.03,1,Af,"Tropical, rainforest",56603,Medium (50k-500k)
Ibarra,Ecuador,25.00396697,-78.21167,0.375833,3,Aw,"Tropical, savannah",146741,Medium (50k-500k)
Bonn,Germany,0.867890697,7.2,50.85,14,Cfa,"Temperate, no dry season, hot summer",680543,Large (500k-1M)
Münster,Germany,0.956998509,7.603,52.094,14,Cfa,"Temperate, no dry season, hot summer",270184,Medium (50k-500k)
Ulm,Germany,0.636662044,9.987702,48.370895,14,Cfa,"Temperate, no dry season, hot summer",172955,Medium (50k-500k)
Freiburg,Germany,0.74219354,8.03256,48.39172,14,Cfa,"Temperate, no dry season, hot summer",439972,Medium (50k-500k)
Gießen,Germany,1.121982127,8.464053,50.582264,14,Cfa,"Temperate, no dry season, hot summer",82358,Medium (50k-500k)
Wiesbaden,Germany,0.712792369,7.89814,49.943985,7,BSk,"Arid, steppe, cold",184997,Medium (50k-500k)
Hanover,Germany,0.649203583,9.676,52.388,14,Cfa,"Temperate, no dry season, hot summer",722490,Large (500k-1M)
Göttingen,Germany,2.28527457,9.970453,51.378704,14,Cfa,"Temperate, no dry season, hot summer",139419,Medium (50k-500k)
Gera,Germany,1.04524953,12.493608,50.740902,14,Cfa,"Temperate, no dry season, hot summer",302643,Medium (50k-500k)
Jena,Germany,3.006538867,11.579321,51.07184,7,BSk,"Arid, steppe, cold",104712,Medium (50k-500k)
Saarbrücken,Germany,1.442182295,6.787767,49.37644,14,Cfa,"Temperate, no dry season, hot summer",770001,Large (500k-1M)
Regensburg,Germany,0.503698786,12.129441,49.127956,14,Cfa,"Temperate, no dry season, hot summer",164359,Medium (50k-500k)
Rosenheim,Germany,0.595972195,12.48,47.78,14,Cfa,"Temperate, no dry season, hot summer",92809,Medium (50k-500k)
Hof,Germany,1.923576319,11.914542,50.32393,14,Cfa,"Temperate, no dry season, hot summer",56153,Medium (50k-500k)
Würzburg,Germany,4.811220575,9.761058,50.02237,14,Cfa,"Temperate, no dry season, hot summer",168561,Medium (50k-500k)
Ingolstadt,Germany,1.671847744,11.478205,49.028362,14,Cfa,"Temperate, no dry season, hot summer",163325,Medium (50k-500k)
Pardubice,Czechia,2.780624535,15.9067,50.0367,7,BSk,"Arid, steppe, cold",107064,Medium (50k-500k)
Cottbus,Germany,2.68841298,14.37,51.577,14,Cfa,"Temperate, no dry season, hot summer",105067,Medium (50k-500k)
Potsdam,Germany,2.238605725,12.845305,52.478085,14,Cfa,"Temperate, no dry season, hot summer",218095,Medium (50k-500k)
Magdeburg,Germany,0.953295522,11.81252,51.921707,7,BSk,"Arid, steppe, cold",229826,Medium (50k-500k)
Leipzig,Germany,3.497586726,12.38622,51.200615,7,BSk,"Arid, steppe, cold",542529,Large (500k-1M)
Ostrava,Czechia,0.315697418,18.229723,50.121944,14,Cfa,"Temperate, no dry season, hot summer",478963,Medium (50k-500k)
Xiaogan,China,0.446496582,113.583336,30.766666,14,Cfa,"Temperate, no dry season, hot summer",160437,Medium (50k-500k)
Kure,Japan,9.933678812,132.44,34.53,14,Cfa,"Temperate, no dry season, hot summer",2045000,Very Large (>1M)
Matsue,Japan,15.31618229,132.78555,35.365555,14,Cfa,"Temperate, no dry season, hot summer",156811,Medium (50k-500k)
Tottori,Japan,0.000238801,134.22,35.5,14,Cfa,"Temperate, no dry season, hot summer",154098,Medium (50k-500k)
Kumamoto,Japan,0.394234419,130.59,32.94,14,Cfa,"Temperate, no dry season, hot summer",718232,Large (500k-1M)
Gifu,Japan,0.134448226,136.75,35.42,14,Cfa,"Temperate, no dry season, hot summer",412895,Medium (50k-500k)
Tsu,Japan,2.624598187,136.66,34.46,14,Cfa,"Temperate, no dry season, hot summer",500000,Large (500k-1M)
Matsumoto,Japan,0.058408307,138.12,36.53,14,Cfa,"Temperate, no dry season, hot summer",594311,Large (500k-1M)
Shizuoka,Japan,3.065129801,138.12,34.88,14,Cfa,"Temperate, no dry season, hot summer",701561,Large (500k-1M)
Hamamatsu,Japan,3.065129801,138.12,34.88,14,Cfa,"Temperate, no dry season, hot summer",701561,Large (500k-1M)
Tomakomai,Japan,0.478469429,141.94,42.57,14,Cfa,"Temperate, no dry season, hot summer",174806,Medium (50k-500k)
Fukui,Japan,3.187293514,136.21,36.1,14,Cfa,"Temperate, no dry season, hot summer",248707,Medium (50k-500k)
Maizuru,Japan,12.34348849,135.13,35.3,14,Cfa,"Temperate, no dry season, hot summer",92465,Medium (50k-500k)
Wakayama,Japan,8.263913591,135.31,34.25,14,Cfa,"Temperate, no dry season, hot summer",440006,Medium (50k-500k)
Mito,Japan,0.454632257,140.57,36.49,14,Cfa,"Temperate, no dry season, hot summer",353892,Medium (50k-500k)
Kōfu,Japan,14.77314117,138.5239,35.57139,14,Cfa,"Temperate, no dry season, hot summer",197540,Medium (50k-500k)
Nagaoka,Japan,0.218490376,138.81,37.24,14,Cfa,"Temperate, no dry season, hot summer",195318,Medium (50k-500k)
Yamagata,Japan,0.26222452,140.29,38.34,14,Cfa,"Temperate, no dry season, hot summer",272209,Medium (50k-500k)
Tsuruoka,Japan,0.47803907,139.82,38.84,14,Cfa,"Temperate, no dry season, hot summer",100446,Medium (50k-500k)
Le Mans,France,2.352881108,0.204429,48.158733,14,Cfa,"Temperate, no dry season, hot summer",144515,Medium (50k-500k)
Nantes,France,1.517830139,-1.722739,47.01857,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",438537,Medium (50k-500k)
Auxerre,France,2.218821804,3.800066,47.817,14,Cfa,"Temperate, no dry season, hot summer",41516,Small (<50k)
Dijon,France,2.87602738,4.980221,47.331787,14,Cfa,"Temperate, no dry season, hot summer",169946,Medium (50k-500k)
Versailles,France,8.807296132,2.340616,48.66668,7,BSk,"Arid, steppe, cold",85416,Medium (50k-500k)
Nancy,France,1.372153014,6.131619,48.544052,14,Cfa,"Temperate, no dry season, hot summer",268976,Medium (50k-500k)
Metz,France,2.234682475,6.187241,49.0996,14,Cfa,"Temperate, no dry season, hot summer",409186,Medium (50k-500k)
San Antonio,Chile,2.672982378,-71.3372,-33.6614,6,BSh,"Arid, steppe, hot",104292,Medium (50k-500k)
Carahue,Chile,0.389650879,-73.0828,-39.0144,9,Csb,"Temperate, dry summer, warm summer",2293,Small (<50k)
Los Lagos,Chile,1.142510469,-72.9,-39.55,9,Csb,"Temperate, dry summer, warm summer",15590,Small (<50k)
Seres,Greece,1.037849779,23.35,41.416668,6,BSh,"Arid, steppe, hot",55886,Medium (50k-500k)
Poti,Georgia,1.580892889,41.7975,42.04139,14,Cfa,"Temperate, no dry season, hot summer",47149,Small (<50k)
Rostock,Germany,3.814406555,12.16943,53.799534,14,Cfa,"Temperate, no dry season, hot summer",203080,Medium (50k-500k)
Jyväskylä,Finland,1.169169648,25.8879,62.245,26,Dfb,"Cold, no dry season, warm summer",98136,Medium (50k-500k)
Kuopio,Finland,0.808040952,27.7686,62.5499,26,Dfb,"Cold, no dry season, warm summer",91900,Medium (50k-500k)
Porvoo,Finland,1.802329972,25.606377,60.47254,14,Cfa,"Temperate, no dry season, hot summer",12242,Small (<50k)
Shonzhy,Kazakhstan,9.009457799,79.14792,43.39792,7,BSk,"Arid, steppe, cold",3902,Small (<50k)
Gonbad-e Kavus,Iran,11.19768694,55.15333,37.25889,6,BSh,"Arid, steppe, hot",159982,Medium (50k-500k)
Svendborg,Denmark,4.356050686,10.42303,55.39989,15,Cfb,"Temperate, no dry season, warm summer",158222,Medium (50k-500k)
Odense,Denmark,4.356050686,10.42303,55.39989,15,Cfb,"Temperate, no dry season, warm summer",158222,Medium (50k-500k)
Manacapuru,Brazil,2.235829113,-60.6094,-3.3106,2,Am,"Tropical, monsoon",59102,Medium (50k-500k)
Pedreiras,Brazil,13.92943734,-44.76528,-4.21944,3,Aw,"Tropical, savannah",72372,Medium (50k-500k)
Codó,Brazil,4.23177426,-43.90139,-4.44028,3,Aw,"Tropical, savannah",83288,Medium (50k-500k)
Coroatá,Brazil,4.23177426,-43.90139,-4.44028,3,Aw,"Tropical, savannah",83288,Medium (50k-500k)
Chapadinha,Brazil,0.261462906,-43.69722,-3.58056,3,Aw,"Tropical, savannah",40804,Small (<50k)
Barra do Corda,Brazil,31.26163811,-45.3236,-5.7361,3,Aw,"Tropical, savannah",48901,Small (<50k)
Capitão Poço,Brazil,5.901548286,-46.7089,-1.8581,2,Am,"Tropical, monsoon",32704,Small (<50k)
Alenquer,Brazil,0.381985734,-54.3972,-1.7789,3,Aw,"Tropical, savannah",26290,Small (<50k)
Oriximiná,Brazil,4.794045364,-55.5131,-1.9192,3,Aw,"Tropical, savannah",27587,Small (<50k)
Ariquemes,Brazil,0.015305126,-63.0714,-9.9256,3,Aw,"Tropical, savannah",58096,Medium (50k-500k)
Abunã,Brazil,0.261877701,-65.5275,-9.7847,3,Aw,"Tropical, savannah",1929,Small (<50k)
Ipatinga,Brazil,0.057484227,-42.63333,-19.53333,3,Aw,"Tropical, savannah",407894,Medium (50k-500k)
Ubá,Brazil,0.418226363,-42.6964,-21.3894,3,Aw,"Tropical, savannah",46742,Small (<50k)
Ponte Nova,Brazil,0.032862277,-43.13944,-20.36139,3,Aw,"Tropical, savannah",48187,Small (<50k)
Paracatu,Brazil,0.111898348,-46.5711,-17.5025,3,Aw,"Tropical, savannah",70753,Medium (50k-500k)
Araçuaí,Brazil,0.075657629,-42.0631,-16.8503,6,BSh,"Arid, steppe, hot",22005,Small (<50k)
Juina,Brazil,48.88245759,-58.3428,-11.3583,3,Aw,"Tropical, savannah",980,Small (<50k)
Barra do Garças,Brazil,0.055720764,-52.2278,-15.8914,3,Aw,"Tropical, savannah",52398,Medium (50k-500k)
Pontes e Lacerda,Brazil,10.09197173,-59.3539,-15.2153,3,Aw,"Tropical, savannah",29381,Small (<50k)
Bento Gonçalves,Brazil,0.039128606,-51.8325,-28.8489,14,Cfa,"Temperate, no dry season, hot summer",94271,Medium (50k-500k)
Vacaria,Brazil,3.180798382,-50.75861,-28.21083,14,Cfa,"Temperate, no dry season, hot summer",56765,Medium (50k-500k)
Santa Rosa,Brazil,0.01968142,-54.73833,-28.18139,1,Af,"Tropical, rainforest",31798,Small (<50k)
Foz do Iguaçu,Brazil,0.000202942,-54.43306,-25.68306,1,Af,"Tropical, rainforest",440455,Medium (50k-500k)
Porto União,Brazil,7.24277222,-51.08028,-26.22806,14,Cfa,"Temperate, no dry season, hot summer",71578,Medium (50k-500k)
Itajaí,Brazil,0.001808073,-49.0653,-26.9181,1,Af,"Tropical, rainforest",293949,Medium (50k-500k)
Crato,Brazil,6.988729548,-38.9847,-7.3,6,BSh,"Arid, steppe, hot",225230,Medium (50k-500k)
Itabuna,Brazil,0.007263646,-39.29611,-14.815,1,Af,"Tropical, rainforest",221938,Medium (50k-500k)
Serrinha,Brazil,13.16561888,-39.38639,-11.80722,6,BSh,"Arid, steppe, hot",56829,Medium (50k-500k)
Itambé,Brazil,1.149958273,-40.23333,-15.24139,6,BSh,"Arid, steppe, hot",59721,Medium (50k-500k)
Bom Jesus da Lapa,Brazil,0.173865437,-43.43917,-13.25694,6,BSh,"Arid, steppe, hot",40691,Small (<50k)
Estância,Brazil,14.30429347,-37.34694,-10.94306,3,Aw,"Tropical, savannah",685356,Large (500k-1M)
Quesnel,Canada,0.097512083,-122.22361,52.843613,25,Dfa,"Cold, no dry season, hot summer",13788,Small (<50k)
Abbotsford,Canada,0.032787355,-122.5893,48.8448,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",99662,Medium (50k-500k)
Dawson Creek,Canada,0.077990894,-120.05,56.12,25,Dfa,"Cold, no dry season, hot summer",10802,Small (<50k)
Penticton,Canada,26.80701234,-119.6153,49.4956,7,BSk,"Arid, steppe, cold",37721,Small (<50k)
Nelson,Canada,1.073503293,-117.29361,49.046944,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",11779,Small (<50k)
Burwash Landing,Canada,11.7965559,-139.15639,61.36028,27,Dfc,"Cold, no dry season, cold summer",73,Small (<50k)
Caracaraí,Brazil,14.90867095,-61.1236,1.8214,2,Am,"Tropical, monsoon",11368,Small (<50k)
Orangeville,Canada,8.352415471,-79.82222,44.24972,25,Dfa,"Cold, no dry season, hot summer",182041,Medium (50k-500k)
Wawa,Canada,4.021597969,-84.7097,47.9014,25,Dfa,"Cold, no dry season, hot summer",2174,Small (<50k)
Hearst,Canada,0.024664376,-84.1,49.74,25,Dfa,"Cold, no dry season, hot summer",5043,Small (<50k)
Marathon,Canada,3.006529724,-86.2969,48.7739,26,Dfb,"Cold, no dry season, warm summer",4627,Small (<50k)
Red Lake,Canada,11.75693811,-93.4833,50.8722,25,Dfa,"Cold, no dry season, hot summer",1765,Small (<50k)
Cornwall,Canada,0.399696296,-74.7949,45.0062,25,Dfa,"Cold, no dry season, hot summer",48821,Small (<50k)
Barrie,Canada,8.352415471,-79.82222,44.24972,25,Dfa,"Cold, no dry season, hot summer",182041,Medium (50k-500k)
Wiarton,Canada,9.362115687,-81.25278,44.669445,14,Cfa,"Temperate, no dry season, hot summer",2182,Small (<50k)
Nipigon,Canada,0.06694141,-88.3772,48.9036,25,Dfa,"Cold, no dry season, hot summer",1204,Small (<50k)
Rimouski,Canada,3.819575882,-68.556114,48.413334,25,Dfa,"Cold, no dry season, hot summer",35584,Small (<50k)
Chevery,Canada,2.172934904,-59.990833,50.38361,26,Dfb,"Cold, no dry season, warm summer",284,Small (<50k)
Edmundston,Canada,0.791938443,-68.5948,47.2598,25,Dfa,"Cold, no dry season, hot summer",17894,Small (<50k)
Stephenville,Canada,5.477861536,-58.36264,48.57583,25,Dfa,"Cold, no dry season, hot summer",7054,Small (<50k)
Čačak,Republic of Serbia,0.782863681,20.115986,43.874817,14,Cfa,"Temperate, no dry season, hot summer",170000,Medium (50k-500k)
Niš,Republic of Serbia,0.738094669,21.901186,43.325886,7,BSk,"Arid, steppe, cold",250000,Medium (50k-500k)
Tunuyán,Argentina,6.136055094,-69.25,-33.78,5,BWk,"Arid, desert, cold",22834,Small (<50k)
Goianésia,Brazil,0.161016192,-49.55194,-15.27528,3,Aw,"Tropical, savannah",18759,Small (<50k)
Niquelândia,Brazil,0.482401681,-48.20333,-14.36917,3,Aw,"Tropical, savannah",27541,Small (<50k)
Cerrillos,Argentina,40.89703282,-65.38,-25.28,6,BSh,"Arid, steppe, hot",11498,Small (<50k)
Limeira,Brazil,2.344461166,-47.15,-22.3,3,Aw,"Tropical, savannah",289665,Medium (50k-500k)
Assis,Brazil,0.086011821,-50.28306,-23.08306,3,Aw,"Tropical, savannah",35090,Small (<50k)
Novo Horizonte,Brazil,4.063477302,-49.23333,-21.88333,3,Aw,"Tropical, savannah",30158,Small (<50k)
Andradina,Brazil,0.145123552,-51.63306,-20.86667,3,Aw,"Tropical, savannah",78712,Medium (50k-500k)
Namur,Belgium,10.36880206,4.642501,50.8029,14,Cfa,"Temperate, no dry season, hot summer",1743000,Very Large (>1M)
Charleroi,Belgium,2.148131696,4.141176,50.309193,14,Cfa,"Temperate, no dry season, hot summer",91277,Medium (50k-500k)
Şirvan,Azerbaijan,0.755751527,48.531277,40.072235,4,BWh,"Arid, desert, hot",70684,Medium (50k-500k)
Meymaneh,Afghanistan,7.088518585,64.9,35.95,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",199795,Medium (50k-500k)
Andkhvoy,Afghanistan,7.880007854,64.86667,36.583332,6,BSh,"Arid, steppe, hot",71730,Medium (50k-500k)
Feyzabad,Afghanistan,0.001164938,70.833336,37.016666,7,BSk,"Arid, steppe, cold",64704,Medium (50k-500k)
Kondoz,Afghanistan,0.000335479,68.833336,36.7,6,BSh,"Arid, steppe, hot",259809,Medium (50k-500k)
Jalalabad,Afghanistan,56.26274603,70.55,34.466667,4,BWh,"Arid, desert, hot",597971,Large (500k-1M)
Charikar,Afghanistan,2.15788224,69.13333,35.083332,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",53676,Medium (50k-500k)
Kampong Cham,Cambodia,6.663366433,105.465,11.995,3,Aw,"Tropical, savannah",83233,Medium (50k-500k)
Chitado,Angola,0.026679469,14.2,-17.4,4,BWh,"Arid, desert, hot",500,Small (<50k)
Bermejo,Bolivia,0.014821821,-64.37,-22.72,3,Aw,"Tropical, savannah",36544,Small (<50k)
Blida,Algeria,0.001409064,2.82,36.67,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",3354000,Very Large (>1M)
Médéa,Algeria,0.001409064,2.82,36.67,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",3354000,Very Large (>1M)
Graz,Austria,0.371662915,15.3189,47.1644,14,Cfa,"Temperate, no dry season, hot summer",263234,Medium (50k-500k)
Klagenfurt,Austria,0.47531441,14.1654,46.34,14,Cfa,"Temperate, no dry season, hot summer",90610,Medium (50k-500k)
Passau,Germany,1.014020954,13.451856,48.688858,14,Cfa,"Temperate, no dry season, hot summer",50560,Medium (50k-500k)
Salzburg,Austria,0.209471101,13.0375,47.816944,14,Cfa,"Temperate, no dry season, hot summer",206279,Medium (50k-500k)
Innsbruck,Austria,0.539464042,11.3969,47.2761,14,Cfa,"Temperate, no dry season, hot summer",155214,Medium (50k-500k)
